"Feature Name"|"ID"|"Class"|"County"|"State"|"Latitude"|"Longitude"|"Ele(ft)"|"Map"|"BGN Date"|"Entry Date"|
"Kingsessing Playground"|"2349224"|"Park"|"Philadelphia"|"PA"|"395604N"|"0751345W"|"79"|"Philadelphia"|""|"23-AUG-2007"
"Konrad Square"|"2741673"|"Park"|"Philadelphia"|"PA"|"395846N"|"0750741W"|"23"|"Philadelphia"|""|"12-OCT-2012"
"Kopernicus Triangle"|"2741674"|"Park"|"Philadelphia"|"PA"|"395724N"|"0751006W"|"33"|"Philadelphia"|""|"12-OCT-2012"
"Korean War Veterans Memorial"|"2741675"|"Park"|"Philadelphia"|"PA"|"395642N"|"0750836W"|"10"|"Philadelphia"|""|"12-OCT-2012"
"La Noce Park"|"2741676"|"Park"|"Philadelphia"|"PA"|"400104N"|"0751239W"|"118"|"Germantown"|""|"12-OCT-2012"
"Lackman Playground"|"2741677"|"Park"|"Philadelphia"|"PA"|"400601N"|"0750159W"|"161"|"Frankford"|""|"12-OCT-2012"
"Lanier Park"|"1178872"|"Park"|"Philadelphia"|"PA"|"395558N"|"0751139W"|"33"|"Philadelphia"|""|"02-AUG-1979"
"Lanza Park"|"2741679"|"Park"|"Philadelphia"|"PA"|"395615N"|"0750850W"|"26"|"Philadelphia"|""|"12-OCT-2012"
"Lardner Point"|"2741680"|"Park"|"Philadelphia"|"PA"|"400056N"|"0750246W"|"10"|"Frankford"|""|"12-OCT-2012"
"Lawncrest Playground"|"2349283"|"Park"|"Philadelphia"|"PA"|"400247N"|"0750607W"|"151"|"Frankford"|""|"23-AUG-2007"
"Levy Park"|"2741681"|"Park"|"Philadelphia"|"PA"|"395719N"|"0751001W"|"30"|"Philadelphia"|""|"12-OCT-2012"
"Liberty Bell Park (historical)"|"1179256"|"Park"|"Philadelphia"|"PA"|"400519N"|"0745739W"|"92"|"Beverly"|""|"02-AUG-1979"
"Lighthouse Field"|"1208082"|"Park"|"Philadelphia"|"PA"|"400024N"|"0750732W"|"98"|"Germantown"|""|"01-APR-1990"
"Lincoln Financial Field"|"2013946"|"Park"|"Philadelphia"|"PA"|"395405N"|"0751002W"|"10"|"Philadelphia"|""|"14-NOV-2003"
"Lindbergh Park"|"2741682"|"Park"|"Philadelphia"|"PA"|"395513N"|"0751326W"|"26"|"Philadelphia"|""|"12-OCT-2012"
"Lindley Playground"|"1208017"|"Park"|"Philadelphia"|"PA"|"400149N"|"0750809W"|"125"|"Germantown"|""|"01-MAR-1990"
"Loudoun Mansion"|"2741684"|"Park"|"Philadelphia"|"PA"|"400132N"|"0750938W"|"207"|"Germantown"|""|"12-OCT-2012"
"Loudoun Park"|"2741683"|"Park"|"Philadelphia"|"PA"|"400133N"|"0750940W"|"203"|"Germantown"|""|"12-OCT-2012"
"Louis Kahn Park"|"2741685"|"Park"|"Philadelphia"|"PA"|"395643N"|"0750936W"|"36"|"Philadelphia"|""|"12-OCT-2012"
"Lovett Park"|"2741686"|"Park"|"Philadelphia"|"PA"|"400323N"|"0751114W"|"338"|"Germantown"|""|"12-OCT-2012"
"Lower Mayfair Playground"|"2741687"|"Park"|"Philadelphia"|"PA"|"400146N"|"0750340W"|"85"|"Frankford"|""|"12-OCT-2012"
"Maguire Playground"|"2741688"|"Park"|"Philadelphia"|"PA"|"395930N"|"0750759W"|"62"|"Philadelphia"|""|"12-OCT-2012"
"Malcolm X Memorial Park"|"1169721"|"Park"|"Philadelphia"|"PA"|"395709N"|"0751332W"|"102"|"Philadelphia"|""|"02-AUG-1979"
"Mallery Playground"|"1208024"|"Park"|"Philadelphia"|"PA"|"400253N"|"0751045W"|"325"|"Germantown"|""|"01-MAR-1990"
"Marconi Plaza"|"1180392"|"Park"|"Philadelphia"|"PA"|"395455N"|"0751019W"|"20"|"Philadelphia"|""|"02-AUG-1979"
"Marie Dendy Playground"|"2741563"|"Park"|"Philadelphia"|"PA"|"395832N"|"0750903W"|"62"|"Philadelphia"|""|"10-OCT-2012"
"Market Square"|"2741691"|"Park"|"Philadelphia"|"PA"|"400204N"|"0751020W"|"230"|"Germantown"|""|"12-OCT-2012"
"Markward Playground"|"2741735"|"Park"|"Philadelphia"|"PA"|"395652N"|"0751102W"|"13"|"Philadelphia"|""|"15-OCT-2012"
"Matthias Baldwin Park"|"2741736"|"Park"|"Philadelphia"|"PA"|"395741N"|"0751008W"|"52"|"Philadelphia"|""|"15-OCT-2012"
"Max Myers Playground"|"1207965"|"Park"|"Philadelphia"|"PA"|"400218N"|"0750411W"|"108"|"Frankford"|""|"01-MAR-1990"
"Mayfair Playground"|"2741737"|"Park"|"Philadelphia"|"PA"|"400222N"|"0750312W"|"102"|"Frankford"|""|"15-OCT-2012"
"McArdle Park"|"2741738"|"Park"|"Philadelphia"|"PA"|"400339N"|"0750134W"|"95"|"Frankford"|""|"15-OCT-2012"
"McCreesh Playground"|"2741740"|"Park"|"Philadelphia"|"PA"|"395535N"|"0751424W"|"66"|"Philadelphia"|""|"15-OCT-2012"
"McIlvain Playground"|"2348378"|"Park"|"Philadelphia"|"PA"|"400128N"|"0750449W"|"56"|"Frankford"|""|"23-AUG-2007"
"McKinley Playground"|"1192917"|"Park"|"Philadelphia"|"PA"|"395958N"|"0750719W"|"62"|"Camden"|""|"02-AUG-1979"
"McMichael Park"|"2741741"|"Park"|"Philadelphia"|"PA"|"400106N"|"0751115W"|"213"|"Germantown"|""|"15-OCT-2012"
"McPherson Square"|"1180804"|"Park"|"Philadelphia"|"PA"|"395941N"|"0750708W"|"52"|"Camden"|""|"02-AUG-1979"
"Merritt Square"|"2741742"|"Park"|"Philadelphia"|"PA"|"400015N"|"0750609W"|"46"|"Frankford"|""|"15-OCT-2012"
"Mifflin Square"|"1181091"|"Park"|"Philadelphia"|"PA"|"395509N"|"0750925W"|"13"|"Philadelphia"|""|"02-AUG-1979"
"Miles Mack Playground"|"2741743"|"Park"|"Philadelphia"|"PA"|"395803N"|"0751145W"|"89"|"Philadelphia"|""|"15-OCT-2012"
"Mill Creek Playground"|"2741744"|"Park"|"Philadelphia"|"PA"|"395757N"|"0751258W"|"82"|"Philadelphia"|""|"15-OCT-2012"
"Mitchell Playground"|"2741745"|"Park"|"Philadelphia"|"PA"|"400404N"|"0745927W"|"95"|"Beverly"|""|"15-OCT-2012"
"Mollbore Terrace Square"|"2741782"|"Park"|"Philadelphia"|"PA"|"395457N"|"0751005W"|"20"|"Philadelphia"|""|"16-OCT-2012"
"Monkiewicz Playground"|"2741783"|"Park"|"Philadelphia"|"PA"|"395859N"|"0750602W"|"16"|"Camden"|""|"16-OCT-2012"
"Montgomery and Croskey Playground"|"2741784"|"Park"|"Philadelphia"|"PA"|"395856N"|"0751018W"|"105"|"Philadelphia"|""|"16-OCT-2012"
"Morris Arboretum"|"1181567"|"Park"|"Montgomery"|"PA"|"400518N"|"0751316W"|"190"|"Germantown"|""|"02-AUG-1979"
"Morris Estate Park"|"2741786"|"Park"|"Philadelphia"|"PA"|"400326N"|"0750844W"|"236"|"Germantown"|""|"16-OCT-2012"
"Morris Park"|"1181571"|"Park"|"Philadelphia"|"PA"|"395847N"|"0751528W"|"194"|"Lansdowne"|""|"02-AUG-1979"
"Morton Playground"|"2741788"|"Park"|"Philadelphia"|"PA"|"400227N"|"0751028W"|"226"|"Germantown"|""|"16-OCT-2012"
"Moss Playground"|"1175030"|"Park"|"Philadelphia"|"PA"|"400100N"|"0750348W"|"39"|"Frankford"|""|"02-AUG-1979"
"Mount Airy Playground"|"2349050"|"Park"|"Philadelphia"|"PA"|"400328N"|"0751118W"|"367"|"Germantown"|""|"23-AUG-2007"
"Mullin Playground"|"2741789"|"Park"|"Philadelphia"|"PA"|"400157N"|"0750233W"|"69"|"Frankford"|""|"16-OCT-2012"
"National Constitution Center"|"2044557"|"Park"|"Philadelphia"|"PA"|"395711N"|"0750858W"|"36"|"Philadelphia"|""|"23-AUG-2004"
"Nelson Playground"|"2741790"|"Park"|"Philadelphia"|"PA"|"395920N"|"0750817W"|"59"|"Philadelphia"|""|"16-OCT-2012"
"Newhall Park"|"2741791"|"Park"|"Philadelphia"|"PA"|"400138N"|"0751028W"|"233"|"Germantown"|""|"16-OCT-2012"
"Nicetown Park"|"2741792"|"Park"|"Philadelphia"|"PA"|"400112N"|"0750919W"|"108"|"Germantown"|""|"16-OCT-2012"
"Nichols Park"|"2741793"|"Park"|"Philadelphia"|"PA"|"395748N"|"0751347W"|"108"|"Philadelphia"|""|"16-OCT-2012"
"Norris Square"|"1182507"|"Park"|"Philadelphia"|"PA"|"395857N"|"0750805W"|"36"|"Philadelphia"|""|"02-AUG-1979"
"Northwood Park"|"1182686"|"Park"|"Philadelphia"|"PA"|"400122N"|"0750534W"|"72"|"Frankford"|""|"02-AUG-1979"
"Old Line Park"|"2741795"|"Park"|"Philadelphia"|"PA"|"400405N"|"0751414W"|"413"|"Germantown"|""|"16-OCT-2012"
"Olney Playground"|"2349527"|"Park"|"Philadelphia"|"PA"|"400236N"|"0750700W"|"138"|"Frankford"|""|"23-AUG-2007"
"Ottinger Tract"|"2741796"|"Park"|"Philadelphia"|"PA"|"400243N"|"0751506W"|"59"|"Norristown"|""|"16-OCT-2012"
"Overington Park"|"2741797"|"Park"|"Philadelphia"|"PA"|"400100N"|"0750517W"|"85"|"Frankford"|""|"16-OCT-2012"
"Palmer Park"|"2741798"|"Park"|"Philadelphia"|"PA"|"395830N"|"0750757W"|"30"|"Philadelphia"|""|"16-OCT-2012"
"Palmer Playground"|"2741799"|"Park"|"Philadelphia"|"PA"|"400542N"|"0745917W"|"105"|"Beverly"|""|"16-OCT-2012"
"Palumbo Playground"|"1183234"|"Park"|"Philadelphia"|"PA"|"395629N"|"0750929W"|"36"|"Philadelphia"|""|"02-AUG-1979"
"Panati Playground"|"2741800"|"Park"|"Philadelphia"|"PA"|"400007N"|"0750959W"|"125"|"Germantown"|""|"16-OCT-2012"
"Paolone Park"|"2741801"|"Park"|"Philadelphia"|"PA"|"395557N"|"0750926W"|"23"|"Unknown"|""|"16-OCT-2012"
"Papa Playground"|"2741802"|"Park"|"Philadelphia"|"PA"|"395910N"|"0751918W"|"331"|"Lansdowne"|""|"16-OCT-2012"
"Park Towne"|"2741803"|"Park"|"Philadelphia"|"PA"|"395740N"|"0751036W"|"23"|"Philadelphia"|""|"16-OCT-2012"
"Parkside Evans Playground"|"2741804"|"Park"|"Philadelphia"|"PA"|"395917N"|"0751339W"|"203"|"Philadelphia"|""|"16-OCT-2012"
"Passyunk Square"|"1183355"|"Park"|"Philadelphia"|"PA"|"395558N"|"0750955W"|"23"|"Philadelphia"|""|"02-AUG-1979"
"Pastorius Park"|"1183356"|"Park"|"Philadelphia"|"PA"|"400418N"|"0751218W"|"371"|"Germantown"|""|"02-AUG-1979"
"Pelbano Playground"|"2741805"|"Park"|"Philadelphia"|"PA"|"400358N"|"0750308W"|"138"|"Frankford"|""|"16-OCT-2012"
"Penn Treaty Park"|"1183549"|"Park"|"Philadelphia"|"PA"|"395759N"|"0750742W"|"7"|"Philadelphia"|""|"02-AUG-1979"
"Pennwalt Park"|"2741806"|"Park"|"Philadelphia"|"PA"|"395719N"|"0751000W"|"33"|"Philadelphia"|""|"16-OCT-2012"
"Pennypack Park"|"1183555"|"Park"|"Philadelphia"|"PA"|"400323N"|"0750211W"|"49"|"Frankford"|""|"02-AUG-1979"
"Pennypack and Frankford Park"|"2741807"|"Park"|"Philadelphia"|"PA"|"400250N"|"0750049W"|"72"|"Frankford"|""|"16-OCT-2012"
"Pennypack on the Delaware"|"2741808"|"Park"|"Philadelphia"|"PA"|"400151N"|"0750036W"|"33"|"Frankford"|""|"16-OCT-2012"
"Penrose Playground"|"2741809"|"Park"|"Philadelphia"|"PA"|"395910N"|"0750905W"|"72"|"Philadelphia"|""|"16-OCT-2012"
"Pepper School Playground"|"2741810"|"Park"|"Philadelphia"|"PA"|"395351N"|"0751503W"|"7"|"Lansdowne"|""|"16-OCT-2012"
"Picariello Playground"|"2741811"|"Park"|"Philadelphia"|"PA"|"400444N"|"0745927W"|"105"|"Beverly"|""|"16-OCT-2012"
"Piccoli Playground"|"2741812"|"Park"|"Philadelphia"|"PA"|"400054N"|"0750552W"|"52"|"Frankford"|""|"16-OCT-2012"
"Pleasant Playground"|"2349831"|"Park"|"Philadelphia"|"PA"|"400326N"|"0751057W"|"325"|"Germantown"|""|"23-AUG-2007"
"Pleasanthill Park"|"1207900"|"Park"|"Philadelphia"|"PA"|"400233N"|"0745933W"|"16"|"Beverly"|""|"01-MAR-1990"
"Point Breeze Park (historical)"|"1207054"|"Park"|"Philadelphia"|"PA"|"395412N"|"0751144W"|"49"|"Philadelphia"|""|"01-JAN-1990"
"Poquessing Creek Park"|"2741813"|"Park"|"Philadelphia"|"PA"|"400740N"|"0745952W"|"177"|"Langhorne"|""|"17-OCT-2012"
"Powers Park"|"2741825"|"Park"|"Philadelphia"|"PA"|"395859N"|"0750631W"|"26"|"Camden"|""|"17-OCT-2012"
"Ralph Brooks Park"|"2741826"|"Park"|"Philadelphia"|"PA"|"395553N"|"0751040W"|"33"|"Philadelphia"|""|"17-OCT-2012"
"Ramp Playground"|"2740997"|"Park"|"Philadelphia"|"PA"|"400251N"|"0750130W"|"82"|"Frankford"|""|"01-OCT-2012"
"Ravenhill Athletic Field"|"2114839"|"Park"|"Philadelphia"|"PA"|"400051N"|"0751142W"|"187"|"Germantown"|""|"04-APR-2007"
"Reed Playground"|"2741829"|"Park"|"Philadelphia"|"PA"|"400009N"|"0750800W"|"89"|"Germantown"|""|"17-OCT-2012"
"Reyburn Park"|"1184965"|"Park"|"Philadelphia"|"PA"|"395938N"|"0751000W"|"108"|"Philadelphia"|""|"02-AUG-1979"
"Richmond Playground"|"1207917"|"Park"|"Philadelphia"|"PA"|"395900N"|"0750659W"|"26"|"Camden"|""|"01-MAR-1990"
"Ridgeway Park"|"2741830"|"Park"|"Philadelphia"|"PA"|"395620N"|"0750952W"|"26"|"Philadelphia"|""|"17-OCT-2012"
"Rittenhouse Square"|"1185119"|"Park"|"Philadelphia"|"PA"|"395657N"|"0751021W"|"49"|"Philadelphia"|""|"02-AUG-1979"
"River Field"|"2741831"|"Park"|"Philadelphia"|"PA"|"395744N"|"0751042W"|"36"|"Philadelphia"|""|"17-OCT-2012"
"Roosevelt Park"|"1185427"|"Park"|"Philadelphia"|"PA"|"395409N"|"0751045W"|"3"|"Philadelphia"|""|"02-AUG-1979"
"Roosevelt Playground"|"1185428"|"Park"|"Philadelphia"|"PA"|"400132N"|"0750314W"|"46"|"Frankford"|""|"02-AUG-1979"
"Rose Playground"|"2741832"|"Park"|"Philadelphia"|"PA"|"395908N"|"0751538W"|"203"|"Lansdowne"|""|"17-OCT-2012"
"Ross Park"|"2741833"|"Park"|"Philadelphia"|"PA"|"395958N"|"0750848W"|"72"|"Philadelphia"|""|"17-OCT-2012"
"Russo Park Playground"|"1189233"|"Park"|"Philadelphia"|"PA"|"400146N"|"0750200W"|"36"|"Frankford"|""|"02-AUG-1979"
"Sacks Playground"|"2741834"|"Park"|"Philadelphia"|"PA"|"395604N"|"0750907W"|"26"|"Philadelphia"|""|"17-OCT-2012"
"Sayre Morris Playground"|"2741835"|"Park"|"Philadelphia"|"PA"|"395722N"|"0751419W"|"105"|"Philadelphia"|""|"17-OCT-2012"
"Schmidt Playground"|"2741836"|"Park"|"Philadelphia"|"PA"|"400006N"|"0750744W"|"79"|"Germantown"|""|"17-OCT-2012"
"Schuylkill River Park"|"2741837"|"Park"|"Philadelphia"|"PA"|"395656N"|"0751055W"|"16"|"Philadelphia"|""|"17-OCT-2012"
"Scotts Playground"|"1208016"|"Park"|"Philadelphia"|"PA"|"400033N"|"0751111W"|"115"|"Germantown"|""|"01-MAR-1990"
"Seger Park Playground"|"2741156"|"Park"|"Philadelphia"|"PA"|"395637N"|"0750933W"|"36"|"Philadelphia"|""|"01-OCT-2012"
"Sherwood Park"|"1207949"|"Park"|"Philadelphia"|"PA"|"395648N"|"0751412W"|"92"|"Philadelphia"|""|"01-MAR-1990"
"Shevchenko Park"|"2741838"|"Park"|"Philadelphia"|"PA"|"400205N"|"0750843W"|"171"|"Germantown"|""|"17-OCT-2012"
"Shot Tower Playground"|"2741840"|"Park"|"Philadelphia"|"PA"|"395605N"|"0750847W"|"23"|"Philadelphia"|""|"17-OCT-2012"
"Simons Playground"|"2349452"|"Park"|"Philadelphia"|"PA"|"400339N"|"0750931W"|"302"|"Germantown"|""|"23-AUG-2007"
"Simpson Playground"|"2741842"|"Park"|"Philadelphia"|"PA"|"400116N"|"0750535W"|"66"|"Frankford"|""|"17-OCT-2012"
"Sisters City Square"|"2741843"|"Park"|"Philadelphia"|"PA"|"395726N"|"0751009W"|"30"|"Philadelphia"|""|"17-OCT-2012"
"Smith Playground"|"1187880"|"Park"|"Philadelphia"|"PA"|"395533N"|"0751116W"|"36"|"Philadelphia"|""|"02-AUG-1979"
"Somerton Woods"|"2741844"|"Park"|"Philadelphia"|"PA"|"400659N"|"0750048W"|"184"|"Frankford"|""|"17-OCT-2012"
"Starr Garden Playground"|"2350679"|"Park"|"Philadelphia"|"PA"|"395633N"|"0750912W"|"36"|"Philadelphia"|""|"23-AUG-2007"
"Stenton Park"|"1188603"|"Park"|"Philadelphia"|"PA"|"400127N"|"0750909W"|"108"|"Germantown"|""|"02-AUG-1979"
"Stinger Square"|"1188882"|"Park"|"Philadelphia"|"PA"|"395610N"|"0751154W"|"33"|"Philadelphia"|""|"02-AUG-1979"
"Stokley Playground"|"2741845"|"Park"|"Philadelphia"|"PA"|"395856N"|"0750625W"|"26"|"Camden"|""|"17-OCT-2012"
"Strawberry Mansion Playground"|"2741846"|"Park"|"Philadelphia"|"PA"|"395941N"|"0751113W"|"131"|"Philadelphia"|""|"17-OCT-2012"
"Sturgis Playground"|"2741847"|"Park"|"Philadelphia"|"PA"|"400321N"|"0750725W"|"213"|"Frankford"|""|"17-OCT-2012"
"Tacony Creek Park"|"1189232"|"Park"|"Philadelphia"|"PA"|"400057N"|"0750557W"|"49"|"Frankford"|""|"02-AUG-1979"
"Tarken Playground"|"1207960"|"Park"|"Philadelphia"|"PA"|"400230N"|"0750459W"|"98"|"Frankford"|""|"01-MAR-1990"
"Thaddeus Kosciuszko National Memorial"|"1888966"|"Park"|"Philadelphia"|"PA"|"395636N"|"0750850W"|"26"|"Philadelphia"|""|"06-NOV-2000"
"Tiptop Playground"|"1189599"|"Park"|"Philadelphia"|"PA"|"395759N"|"0750815W"|"13"|"Philadelphia"|""|"02-AUG-1979"
"Tolentine Community Park"|"2741848"|"Park"|"Philadelphia"|"PA"|"395535N"|"0750950W"|"26"|"Philadelphia"|""|"17-OCT-2012"
"Tomb of Unknown Soldier of Revolution (historical)"|"1196644"|"Park"|"Philadelphia"|"PA"|"395618N"|"0750913W"|"30"|"Philadelphia"|""|"30-AUG-1990"
"Torresdale Playground"|"2741849"|"Park"|"Philadelphia"|"PA"|"400331N"|"0745952W"|"85"|"Beverly"|""|"17-OCT-2012"
"Towey Playground"|"2741850"|"Park"|"Philadelphia"|"PA"|"395844N"|"0750805W"|"20"|"Philadelphia"|""|"17-OCT-2012"
"Trenton and Auburn Playground"|"2741851"|"Park"|"Philadelphia"|"PA"|"395911N"|"0750659W"|"20"|"Camden"|""|"17-OCT-2012"
"Triangle Park"|"2741852"|"Park"|"Philadelphia"|"PA"|"395901N"|"0751355W"|"207"|"Philadelphia"|""|"17-OCT-2012"
"Trumbette Playground"|"2741853"|"Park"|"Philadelphia"|"PA"|"400254N"|"0750012W"|"82"|"Frankford"|""|"17-OCT-2012"
"Tustin Playground"|"2741854"|"Park"|"Philadelphia"|"PA"|"395854N"|"0751422W"|"207"|"Philadelphia"|""|"17-OCT-2012"
"Vandergrift Park"|"2741855"|"Park"|"Philadelphia"|"PA"|"395919N"|"0750846W"|"95"|"Philadelphia"|""|"17-OCT-2012"
"Vare Playground"|"1190365"|"Park"|"Philadelphia"|"PA"|"395552N"|"0751124W"|"33"|"Philadelphia"|""|"02-AUG-1979"
"Vernon Park"|"1190382"|"Park"|"Philadelphia"|"PA"|"400207N"|"0751035W"|"233"|"Germantown"|""|"02-AUG-1979"
"Veterans Playground"|"2741856"|"Park"|"Philadelphia"|"PA"|"395923N"|"0750847W"|"95"|"Philadelphia"|""|"17-OCT-2012"
"Vietnam Memorial"|"2741857"|"Park"|"Philadelphia"|"PA"|"395638N"|"0750834W"|"26"|"Philadelphia"|""|"17-OCT-2012"
"Vine Street Park"|"2741858"|"Park"|"Philadelphia"|"PA"|"400252N"|"0745730W"|"16"|"Beverly"|""|"17-OCT-2012"
"Vogt Playground"|"1190451"|"Park"|"Philadelphia"|"PA"|"400145N"|"0750258W"|"56"|"Frankford"|""|"02-AUG-1979"
"Von Colln Field"|"2741859"|"Park"|"Philadelphia"|"PA"|"395750N"|"0751032W"|"52"|"Philadelphia"|""|"17-OCT-2012"
"Wachovia Center"|"2044560"|"Park"|"Philadelphia"|"PA"|"395407N"|"0751017W"|"16"|"Philadelphia"|""|"23-AUG-2004"
"Wachovia Spectrum (historical)"|"2044561"|"Park"|"Philadelphia"|"PA"|"395415N"|"0751016W"|"23"|"Philadelphia"|""|"23-AUG-2004"
"Wakefield Park"|"1180239"|"Park"|"Philadelphia"|"PA"|"400201N"|"0750902W"|"131"|"Germantown"|""|"02-AUG-1979"
"Walton Run Park"|"2741860"|"Park"|"Philadelphia"|"PA"|"400510N"|"0745920W"|"69"|"Beverly"|""|"17-OCT-2012"
"War Memorial"|"2741861"|"Park"|"Philadelphia"|"PA"|"400436N"|"0750457W"|"207"|"Frankford"|""|"17-OCT-2012"
"Washington Square"|"1190650"|"Park"|"Philadelphia"|"PA"|"395649N"|"0750910W"|"33"|"Philadelphia"|""|"02-AUG-1979"
"Waterloo Playground"|"2741863"|"Park"|"Philadelphia"|"PA"|"395917N"|"0750759W"|"52"|"Philadelphia"|""|"17-OCT-2012"
"Waterview Recreation Center"|"1190684"|"Park"|"Philadelphia"|"PA"|"400243N"|"0751005W"|"239"|"Germantown"|""|"02-AUG-1979"
"Webster Playground"|"1207928"|"Park"|"Philadelphia"|"PA"|"400005N"|"0750627W"|"39"|"Frankford"|""|"01-MAR-1990"
"Weccacoe Playground"|"2741864"|"Park"|"Philadelphia"|"PA"|"395618N"|"0750902W"|"30"|"Philadelphia"|""|"17-OCT-2012"
"Weinberg Park"|"2741865"|"Park"|"Philadelphia"|"PA"|"395517N"|"0750924W"|"16"|"Philadelphia"|""|"17-OCT-2012"
"West Mill Creek Playground"|"2741866"|"Park"|"Philadelphia"|"PA"|"395822N"|"0751320W"|"112"|"Philadelphia"|""|"17-OCT-2012"
"Wharton Square"|"1191207"|"Park"|"Philadelphia"|"PA"|"395607N"|"0751102W"|"33"|"Philadelphia"|""|"02-AUG-1979"
"Wilmot Park Playground"|"2741867"|"Park"|"Philadelphia"|"PA"|"400050N"|"0750450W"|"43"|"Frankford"|""|"17-OCT-2012"
"Winchester Commons Playground"|"2741869"|"Park"|"Philadelphia"|"PA"|"395920N"|"0750927W"|"82"|"Philadelphia"|""|"17-OCT-2012"
"Wingohocking Park"|"2741870"|"Park"|"Philadelphia"|"PA"|"400055N"|"0750850W"|"118"|"Germantown"|""|"17-OCT-2012"
"Winston Park"|"2741871"|"Park"|"Philadelphia"|"PA"|"400422N"|"0751156W"|"341"|"Germantown"|""|"17-OCT-2012"
"Wissahickon Neighbors Playground"|"2741872"|"Park"|"Philadelphia"|"PA"|"400118N"|"0751248W"|"121"|"Germantown"|""|"17-OCT-2012"
"Wissahickon Playground"|"1208022"|"Park"|"Philadelphia"|"PA"|"400136N"|"0751029W"|"230"|"Germantown"|""|"01-MAR-1990"
"Wissahickon Valley Park"|"2740945"|"Park"|"Philadelphia"|"PA"|"400329N"|"0751309W"|"108"|"Germantown"|""|"01-OCT-2012"
"Wissinoming Park"|"1191630"|"Park"|"Philadelphia"|"PA"|"400125N"|"0750406W"|"62"|"Frankford"|""|"02-AUG-1979"
"Wister Playground"|"2741868"|"Park"|"Philadelphia"|"PA"|"400157N"|"0750939W"|"220"|"Germantown"|""|"18-OCT-2012"
"Wister Woods Park"|"1191635"|"Park"|"Philadelphia"|"PA"|"400204N"|"0750923W"|"161"|"Germantown"|""|"02-AUG-1979"
"Wolf Park"|"2741873"|"Park"|"Philadelphia"|"PA"|"400256N"|"0751148W"|"308"|"Germantown"|""|"18-OCT-2012"
"Womrath Park"|"2741874"|"Park"|"Philadelphia"|"PA"|"400030N"|"0750527W"|"30"|"Frankford"|""|"18-OCT-2012"
"Woodward Pines Park"|"2741875"|"Park"|"Philadelphia"|"PA"|"400401N"|"0751210W"|"312"|"Germantown"|""|"18-OCT-2012"
"Ziehler Playground"|"1207959"|"Park"|"Philadelphia"|"PA"|"400206N"|"0750711W"|"144"|"Frankford"|""|"01-MAR-1990"
